,Central Banks,Month &,Year,Status,Timeline Description,Name of the CBDC,Type,Structure,Technology Provider,Programmability,Interoperability,Governance structure,Centralized / decentralized,DLT / non-DLT,Technology,Main motivation/goals of the CBDC,Remuneration,International access,Caps/Limits,CBDC emission amount,Offline payments,Anonymity/Privacy,Distribution,Link to announcement,Link to whitepaper,Link to site of project,Links to social networks,Description,Announcement Year,Keywords
Canada,Bank of Canada,February,2017,Proof of concept,"Securities and cash were brought on-ledger through the issuance of Digital Depository Receipts (DDRs), allowing POC participants to settle securities against central bank cash on the distributed ledger.",Jasper,Wholesale,Token,R3 Corda,Yes,No,"The project represents a collaborative effort between Payments Canada, its member financial institutions, the Bank of Canada and other market participants.",,DLT,,The aim of this initiative is to understand how the use of DLT might deliver greater benefits to interbank payments.,,,,,,,,"https://www.r3.com/wp-content/uploads/2020/04/r3_CBDC_report.pdf
https://www.bankofcanada.ca/wp-content/uploads/2017/05/fsr-june-2017-chapman.pdf
https://www.bankofcanada.ca/research/digital-currencies-and-fintech/projects/",,,,"Canada's digital currency initiative is one among a portfolio of contingencies to adapt to any possible scenario, and prepare for the future of money and payments. According to the Bank of Canada, it would consider launching a digital currency if ""the use of bank notes were to decline to a point where Canadians no longer had the option of using them for a wide range of transactions;"" or a competing digital currency were to become a widespread alternative to the Canadian dollar.
In 2018, the Bank of Canada, Bank of England, and Monetary Authority of Singapore jointly published a report examining alternative models for cross-border transactions. The report looked at three models, one of which used Wholesale Central Bank Digital Currency, and concluded ""the models could be used to improve access, speed and transparency of cross-border payments.""
Canada also piloted Project Jasper in 2017 which experimented with distributed ledger technologies for payments.",2016,
Canada,Bank of Canada,January,2016,Research,Project Jasper was a Canadian experiment with DLT for domestic interbank payments.,Jasper,Wholesale,Account/Token,R3 Corda,Yes,No,,,DLT,,,,,,,,,,,,,,,2016,
Chile,Central Bank of Chile,July,2022,Research,"The Central Bank of Chile has opened an online survey on its CBDC project. The poll is aimed at several audiences, including the financial sector and academics, specialists in payments and technological services, and the general public. This initiative is expected to deepen the evaluation process that started in May with the publication of a first report on CBDC issuance. A second report will be published at the end of this year or the beginning of 2023.",,Retail,,,,,,,,,,,,,,,,,https://www.bcentral.cl/web/banco-central/contenido/-/details/encuesta-sobre-potenciales-beneficios-y-desafios-de-emitir-monedas-digitales-de-banco-central,,,,,2019,
Chile,Central Bank of Chile,September,2021,Research,"A working group on CBDC has been established and will deliver a policy document of CBDC (""White Paper"") with a framework of action and strategic objectives, lines of action and expected results, which will be made public in the last quarter of 2022.", ,Retail,,,,,,,,,Improve financial inclusion,,,,,,,,"https://www.bcentral.cl/contenido/-/detalle/banco-central-presenta-agenda-sobre-medios-de-pago-digitales-del-instituto-emisor
https://www.coindesk.com/policy/2022/05/10/chilean-digital-peso-would-need-to-work-offline-central-bank-governor-says/
",,,,,2019,
Chile,Central Bank of Chile,September,2019,Research,"The Governor of the Central Bank of Chile published an article where it was descibed that for retail use, the
motivations in emerging economies are mainly to reduce cash in circulation, or promote electronic payments,
foster financial inclusion, and reduce informality and tax evasion. On the other hand, the motivations for
wholesale use are mainly efficiency and security",,Retail,,,,,,,,,Improve financial inclusion,,,,,,,,https://www.bis.org/review/r190919d.pdf,,,,"In his remarks at an OECD Forum on Block in September 2019, Mario Marcel, Governor of the Central Bank of Chile, described the two initiatives that the central bank are pursuing to address fintech challenges: the Technological Observatory and the TechLab. The use of blockchain in central banking as well as CBDC are among the topics under these initiatives. However, he noted that ""CBDC does not necessarily need blockchain.""
The central bank is also exploring the feasibility of blockchain-based bonds, with a proof-of-concept ongoing.",2019,
China,People's Bank of China,April,2023,Pilot,"Changshu city will reportedly start paying civil servants and people who work for public institutions with e-CNY central bank digital currency (CBDC) starting in May 2023. The move marks a major step to promote the use of the digital currency, in the face of many hurdles, including its limited use cases, and the public’s preference for popular digital payment platforms such as WeChat Pay and Alipay.",e-CNY,Retail,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,https://www.scmp.com/news/china/politics/article/3217996/chinese-city-changshu-plans-pay-employees-using-digital-yuan,,,,,2023,
China,People's Bank of China,March,2023,Pilot,"WeChat has reportedly added China’s central bank digital currency (CBDC) to some of its payment services, following rival Alipay in offering support for the digital yuan since December 2022. WeChat Pay now allows digital yuan payments on certain apps, such as ordering food and paying bills. Direct CBDC transactions between WeChat users are expected to follow. ",e-CNY,Retail,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,https://www.thepaper.cn/newsDetail_forward_22161660,,,,,2023,
China,People's Bank of China,January,2023,Pilot,"The People’s Bank of China (PBOC) has added a new function to its e-CNY payment app so that select Android-based mobile phones can be still be used to make tap-to-pay payments without internet connection or power. Users need to activate the function in the e-yuan app, and can choose how many times it can be used and how much can be paid after their phone shuts down. To allay security concerns, A verification code must be entered into the device if set payment and transaction limits are exceeded. Additionally, users can suspend the function by logging into the e-yuan app from another device. It apparently uses near-field Communications (NFC) technology, and payment amounts are limited to ten transactions of up to RMB 500 ($75).",e-CNY,Retail ,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,"https://www.linkedin.com/posts/yassineregragui_ecny-cbdc-cashlesschina-activity-7019336230995677184-PAnJ/ 
https://www.yicaiglobal.com/news/e-yuan-app-adds-payment-function-for-when-mobiles-are-offline-out-of-power ",,,,,2023,
China,People's Bank of China,Decemeber,2022,Pilot,"As part of its e-CNY central bank digital currency (CBDC) pilot, the People's Bank of China (PBOC) has reportedly launched a ""hongbao"" red packet feature, that allows users to send each other digital yuan-filled red packets. This comes just a month ahead of the Lunar New Year, when the Chinese traditionally give out red envelopes filled with cash to family and friends as a symbol of well wishes. The e-CNY app has been available in limited trials since 2020, but it continues to be an uphill battle to convince the Chinese public to use it. Digital yuan transactions hit $88 billion yuan ($12 billion) at the end of 2021 and crossed the $100 billion yuan threshold at the end of August 2022.",e-CNY,Retail,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,https://www.scmp.com/tech/tech-trends/article/3204585/china-digital-currency-e-cny-wallet-borrows-alipay-and-wechat-pays-electronic-red-packet-feature-woo,,,,,2022,
China,People's Bank of China,October,2022,Pilot,"China’s central bank digital currency (CBDC) project has reached the roughly 100 billion yuan ($14 billion) transaction mark during its pilot phase. “Multiple e-government service platforms have opened digital renminbi payment services, supporting online and offline channels to handle various public utility payments, using digital renminbi to issue tax rebate funds, special funds for monthly medical insurance payment, funds for helping people in need, and ‘specialized, special and new’ enterprise support funds, etc.” Going forward, the People’s Bank of China (PBOC) plans to launch the cross-border payments between Hong Kong and mainland China, following the principle of “anonymity for small amounts and traceability of large amounts” to protect the user’s personal data.",e-CNY,Retail ,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,https://mp.weixin.qq.com/s/mrc_vPXAZf4glX9_NEfmUQ,,,,,2022,
China,People's Bank of China,October,2022,Pilot,"China is reportedly exploring putting expiration dates on its e-CNY retail CBDC, which could force holders to use it up by a certain date. This idea has most recently been explored in a Celo working paper that advocated using expiration dates to increase the “velocity” of money, based on an an unconventional monetary policy instrument known as a Gesell money.",e-CNY,Retail,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,https://bfsi.economictimes.indiatimes.com/news/policy/digital-currency-yuan-comes-with-an-expiry-date-spend-or-it-will-vanish/82059471 ,https://celo.org/papers/cbdc-velocity,,,,2022,
China,People's Bank of China,October,2022,Pilot,"The People’s Bank of China (PBOC) will reportedly expand its e-CNY trials to Guangdong, Jiangsu, Hebei and Sichuan provinces. Deputy Governor Fan Yifei, reportedly said the number of users, merchants and transactions is “steadily growing”, but he did not provide any details.",e-CNY,Retail ,,,,,,,,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further, fair competition and interoperability should be promoted.",,,,,,,,https://www.scmp.com/tech/article/3193125/china-digital-currency-beijing-expand-e-cny-trials-four-entire-provinces,,,,,2022,
China,People's Bank of China,September,2022,Pilot,The People’s Bank of China (PBOC) has reportedly launched an e-CNY smart contract prepaid fund management product – “Yuanguanjia”. It aims to provide users with prepaid consumption service scenarios by deploying smart contracts on e-CNY wallets. This stops merchants from running away with prepaid consumption and protects consumers’ rights and interests.,e-CNY,Retail,Account,Feitian Technologies,Yes,Yes,,Centralized,Non-DLT,,"The main goal of e-CNY to provide a convenient, yet more efficient and secure retail payment system to increase financial inclusion, preserve monetary sovereignity, and to provide a ""back up"" payment infrastructure for the private sector payment solutions. Further,  fair competition and interoperability should be promoted.",,Limited,,,Yes,,,https://blockchain.news/news/chinas-central-bank-releases-digital-cny-smart-contract-prepaid-fund-management-product ,,,,,2022,
